,Unnamed: 0,Review,Sentiment
3152,3152,kecewa belanja sampaigantikurir jelaspenjual koperatif,Negative
3153,3153,jual makelar jual laindi chat hati,Negative
3154,3154,cocok handphone realme profesional konek manual pakai bahasa cina sulit paham,Negative
3155,3155,iya parah,Negative
3156,3156,deskripsi produk usb cocok handphone samsung,Negative
3157,3157,pas fungsi coba coba fungsi suara terima transaksi klik selesai besok error sisi jual produk error setlh transaksi klik selesai retur paksa ulas edit bintang pakai model kabel,Negative
3158,3158,komunikatif,Negative
3159,3159,coba pungsi conek iphone,Negative
3160,3160,pakai x charger indikator nyala pakai tindak nyata urus garansi,Negative
3161,3161,rusak jual ngehek,Negative
3162,3162,produk gores rapi kotor pinggir kirim cepat,Negative
3163,3163,barang bagus puas pakingya rapi sticknyapun cpot baik bayar toko laris,Negative
3164,3164,suka bau karet sengat,Negative
3165,3165,sampai respon jual lambat kecewa,Negative
3166,3166,qualitas jelek bau cat pad gelombang,Negative
3167,3167,kirim sih cepat barang bruntusan beli drum pad bahan karet malang halus beli bruntusan ekspetasi bagus dapat jelek foto pajang jual,Negative
3168,3168,iklan bekas,Negative
3169,3169,gambar tawar,Negative
3170,3170,gores bekashabis kayu patah,Negative
3171,3171,maaf kecewa terima beda gambar alas bevel gambar,Negative
3172,3172,terjun dunia musik barang muas mohon baik produk terima kasih,Negative
3173,3173,drum pad rapi lem lepot,Negative
3174,3174,file cd kosong rekomendasi,Negative
3175,3175,respon recomended,Negative
3176,3176,warna mesan hitam kasih warna brown kirim bagus,Negative
3177,3177,recommended,Negative
3178,3178,pianika tuts nada bunyi suara hilang chat respon online,Negative
3179,3179,lama,Negative
3180,3180,pesan warna biru kirim warna pinkpadahal anak cowok packing lambat jam kecewa,Negative
3181,3181,seller komunikatif pesan warna biru kirim warna merah muda pemberitahuan beli kado mohon depan baik,Negative
3182,3182,selang robek tas robel sudut,Negative
3183,3183,terima diinginkanpecah tuts,Negative
3184,3184,kirim uang gojek hilang,Negative
3185,3185,customer servis pesan day delivery besok malam komplain cuci tangan really negative beli tokopedia,Negative
3186,3186,jne pedati urus evaluasi bos biar capek ribet urusinnya nggk,Negative
3187,3187,charger solusi pakai,Negative
3188,3188,kecewa suara rekam,Negative
3189,3189,sayang tukar ranah fungsi mahal ongkos kirim,Negative
3190,3190,build quality,Negative
3191,3191,kualitas jelek suara mic max suara,Negative
3192,3192,kecewa barang suara keluar gede maksimal,Negative
3193,3193,atur echo putar effect tombol joga pencet pokok kecewa,Negative
3194,3194,produk tiru cacat gx ricord beli beli produk rugi beli merek taffware taffstudio produksi v casing kualitas buang buang duit clip on ricord suara suondcard produk,Negative
3195,3195,noise suranyaa pakai,Negative
3196,3196,lubang microfonnya error bunyi nging pakai,Negative
3197,3197,rekomended suara hancur nois kacau sesal kualitas bagus pakai,Negative
3198,3198,pakai,Negative
3199,3199,harga kualitas buruk pas colok komputer colokin headphone jack port headphone jack usb headset nyala kanan headset pas dicolokin hedphone jack nyala kualitas mic buruk beli beli vention sound card kualitas bagus mahal foto murah aduh hilang ribu,Negative
3200,3200,beli pakai stik nya eror suka mencet kecewa,Negative
3201,3201,patah dasar baut patah lem moga pakai kembali rugi ongkos kirim terima nasib,Negative
3202,3202,cacat isi baterai stick,Negative
3203,3203,ngecharge biar hari batetai isi harap alat stick anak anak pakai,Negative
3204,3204,charging dkrim indikator nyala dgnti charging ongkos kirim beban konsumen,Negative
3205,3205,respon packing beli kirim medan pas aduh otot ampun coba pikir pakai logika firmware baru baru hilang baru heran percaya costumer beli bayar ongkos kirim medan baik tukar alas periksa sila belanja teliti,Negative
3206,3206,stick kirim pakai dus beli bekas deskripsi,Negative
3207,3207,beli jelek eror analog kecewa,Negative
3208,3208,tulis gb isi gb suruh cek cek capek dweh,Negative
3209,3209,memorynya buka terima kasih segel busam coba pakai,Negative
3210,3210,seller lumayan responsif kualitas bareng harga sok sok cek browser ps baca mb pakai save game baca mb game ngebaca mc sayang game game top ngebaca mc kayak god war,Negative
3211,3211,order warna hitam kosong deskripsi produk cancel hajar jual packing rapi experience buruk,Negative
3212,3212,pas longgar nintendo switch oyak oyak pouch,Negative
3213,3213,audio gambar ting play station ganti rgb gambar,Negative
3214,3214,maaf berfungsitapi sayang pakai televisi resolusi fhd gambar pecah,Negative
3215,3215,beli besok besok packing benah bubble lakban ada bolong belah,Negative
3216,3216,memorynya diread pspnya ganti memori,Negative
3217,3217,foto tulis photofast bahan tipis ringkih,Negative
3218,3218,terima cacat analog komplain layan kirim kesana ribet ongkos kirim kirim buka segel cek analog complain kirim terima kasih,Negative
3219,3219,main ios versi atas maksimum ios versi pakai,Negative
3220,3220,bagus analog kiri serong kanan kiri retur ribet seller slow respon alhasil pajang stick edit minggu analog jual responn sesal,Negative
3221,3221,pakai gamepad kanan mati renggang kecewa seller berbelitbelit,Negative
3222,3222,emulator delay parah deadzone analog emu ppsspp emu coba inti rekomen main emulator,Negative
3223,3223,respone jual cepattapi ga pasang handphone deskripsi inch pas pasang handphone samsung muat pas baca dalam maks inch main cod ngadat pas main ml lancar jaya main cod,Negative
3224,3224,pakai on charge penuh baterenya kecewa x not recommended seller refurbish kualitas jelek,Negative
3225,3225,tombol kananny gerak kiri lengket kirim videony,Negative
3226,3226,respon jual bagus rusak tombol kadang mati jalan game,Negative
3227,3227,pakai kabel usb nge charge kabel beli beli pikir demending beli stick admin solusi beli harga ratus quality takut kasih harga segitu pikir donk,Negative
3228,3228,beli rencana jaga jaga rusak colok stik play station sempurna converter retur produk kadung malas jual kirim qc maksimal,Negative
3229,3229,beli windows saran coba windows mencet mencet stik ps coba ps,Negative
3230,3230,kirim cepat fungsi dikaretin longgar pakai,Negative
3231,3231,layan seller positif sayang converternya pakai alias error beli error,Negative
3232,3232,barang kemas pabrik,Negative
3233,3233,console belah kanan analoq drift lecet ng recommend kapok,Negative
3234,3234,info dent dent nya jelas battery kecewa mesin batt capacity beset kanan pesok bag monitor,Negative
3235,3235,cacat dent kabel usb adapter,Negative
3236,3236,juragan ps now watching tampilkab gambar televisi pakai hdmi lampu power merah kedap kedip,Negative
3237,3237,buruk tanggap respon beli garansi rusa direspon,Negative
3238,3238,bintang pakai part hilang baut,Negative
3239,3239,juragan play station mati tombol hijau tibatiba merah mati,Negative
3240,3240,sampah kecewa belanja modbo rusak kirim,Negative
3241,3241,tombol rt fungsi retur ongkos kirim bolak harga stick kecewa tes kirim,Negative
3242,3242,produk pas cacat analog kanan pecah,Negative
3243,3243,hati belanja suka kirimbarang sembarang retur toko niat tipu video unboxing retur video toko tipu toko,Negative
3244,3244,seller ramah sedikit batal pesan biar hemat ongkos kirim seller aju batal check out ulang dana deskripsi produk atur kirim dua seller resek rugi dobel tokped sedikit suruh diskusiin jual keras kepala not recommended kapok,Negative
3245,3245,kecewa layan lambat,Negative
3246,3246,cek kirimpower asapuntung ganti kapasitor,Negative
3247,3247,beli pcs pcs fungsi segel service bongkar komplain pusat resolusi dtanggapi,Negative
3248,3248,gamepad packing std gamepad normal satu l r hilang cek salah buat pabrik produk gagal moga tingkat ketilitian kirim tangan konsumen stik gamepadnya paksa main pakai l r cabut stik beda merek warna hitam gamepad normal sayang tombol r l missinghilang moga gamepadnya awet terima kasih,Negative
3249,3249,bareng stick jual periksa yak tukar tanggung ongkos kirim jual rugi bayar uang xtra ongkos kirim tukar stick moga depan,Negative
3250,3250,batery remote stick cepat habis sinyal remote kadang kadang ide awet sinyal stabil,Negative
3251,3251,lumayan biar layan ala kadar main kadang layar loss sinyal wii console beli hardisk isi game gb,Negative
3252,3252,beli gosong semuabaru bekas beli untung asuransi,Negative
3253,3253,tombol x fungsi mubazir,Negative
3254,3254,ulas produk toko respon toko produk kurang battery bagus kirim battery charging return produk ganti pakai hari battery keok charge pakai produk kirim saya cacat produk gamesir bagus,Negative
3255,3255,pakai pakai prinegativei standar jam hari rusak kecewa mutu barang beli sisa bukti kualitas stik tahan,Negative
3256,3256,sayang analog kanan tombol arah fungsi alangkah baik tes kirim,Negative
3257,3257,transfaran nyala,Negative
3258,3258,niat main televisi televisi return susah yasudahlah,Negative
3259,3259,sayang analog kanan tombol arah fungsi alangkah baik tes kirim,Negative
3260,3260,pakai pakai prinegativei standar jam hari rusak kecewa mutu barang beli sisa bukti kualitas stik tahan,Negative
3261,3261,beli rusak bilang cek,Negative
3262,3262,kasih bintang analog bulat kanan longgar,Negative
3263,3263,produk pakai hari bayang rusak analog wkwk asam benar wkwk,Negative
3264,3264,beli mohon maaf coba tes fisik kirim coba coba alhasil cacat ujung ujung beli return repot beli maaf,Negative
3265,3265,masak barang kirim rusak orang respons chat ganti biar tuhan iklaskan,Negative
3266,3266,kasih bintang belah kanan fungsi cek,Negative
3267,3267,belah kiri triggernya sensitif pakai belah,Negative
3268,3268,pakai fungsi pakai duamya pencet,Negative
3269,3269,paketany cek stik na analog na rusak order kex na order cek stik kirim terima kasih,Negative
3270,3270,sedih lihat analog kiri kirim kayak analog kanan,Negative
3271,3271,fungsi beli rusak,Negative
3272,3272,mohon maaf produk pakai install tunjuk insya allah ikhlas,Negative
3273,3273,stik fungsi coba chat jual direspon,Negative
3274,3274,fungsi mati signal bareng retur mati sinyal,Negative
3275,3275,nyala hitam putih customer service bilang otak atik kak jam putar kabel colok televisi could have been better service,Negative
3276,3276,review jujur port kontroler player fungsi coba seller but respon coba reset colok pergi pindahin kontroler fungsi terima kasih,Negative
3277,3277,paking barang bagus adaptor pecahsampe coba,Negative
3278,3278,colok adaptor rusa respon seller butuh hari ajak diskusi baik balas repair,Negative
3279,3279,mohon maaf kasih bintang kendala serta batery nunchaku sedikit intruksi batery mohon pandu ringkas menu main tampil panduanya seringkali hang usb baca gambar semut solusi usb lepas pasang sensor retak depa mohon info minus,Negative
3280,3280,nunchuck berfungsimohon perhati kembli dikirimkanagar langgan kecewa,Negative
3281,3281,minat beli konfirm game ultraman evolution sungguh kecewa terima kasih hati hati konfirmasi lengkap beli fokus ps nya perhati minta game nya,Negative
3282,3282,unboxing bagus pas cek seksama sticknya hancur baut hilang packingan kayu penyok play station coba game play station mati coba cek kipas play station nyala jual play station cek komplain suruh kembali kesana cek ongkos kirim pulang pergi tanggung miris percaya toko ulas buruk percaya tenyata muas,Negative
3283,3283,game nge hang game direname munkin biar gamenya game stick error game effect vibrationnya coba kirim,Negative
3284,3284,play station awet rusak pakai jarang pakai tau tau rusak,Negative
3285,3285,game request gamenya ditest game brsmlh downhill slnjtnya cek puas langgan,Negative
3286,3286,beli pas buka exited negativemood tenyata,Negative
3287,3287,koneksi perangkat susah konek seringkali putus buku tunjuk minim informasi beli pilih mahal terima,Negative
3288,3288,terima sayang baterenya soak,Negative
3289,3289,disconnect kadang fungsi autocatch,Negative
3290,3290,produk orisinal imitasi baikdikirim pgp handphone lenovo advancuma bangkaiafter sales buruk respon seller kurangno recommended,Negative
3291,3291,kualitas bagus build quality oke rekondisi main game bahasa jepang deskripsi chat seller balas slow respon ada bahasa ganti mohon tulis kurang deskripsi fast respon beli complain,Negative
3292,3292,mc gb deskripsi iklan paket terima r charger plus adapter micro sekolah dasar tulis bahagia box komplain lanjur klik terima komplain mc ujung sangka pura pura terima,Negative
3293,3293,salah mc hardisknya digunain psnya isi game mc ngeblank beli duit beli kabel kirim isi game kecewaaaaa sumpah,Negative
3294,3294,game rusak game save biar protes harap seller cek ricek kirim rusak kayak rugi konsumen seller beli kota,Negative
3295,3295,pakai rusak kembali toko cepat dibetulin kirim orang pulang telepon response,Negative
3296,3296,paking oke bagus mohon baik stik getar henti mesin hang ganti game mohon baik juragan selisih ongkos kirim terima kasih,Negative
3297,3297,dtang baterai ksongberarti cek gambar warna biru cerahdtg wrna biru gelaplayar lcet mna kado ultahank suka,Negative
3298,3298,baret baterai ingat cek qc yaudahh jual laku kesohor,Negative
3299,3299,batrai bocor parah niat batrai barustiap x main jam habisdi cas lampu merah,Negative
3300,3300,beda gambar pernh pesan,Negative
3301,3301,deskripsi fast charger coba handphone dukung fast charger pakai kabel normal charger fast charger,Negative
3302,3302,rusak charge handphone isi isi tai hilang susut kira changer coba kabel bagus besok coba barang bagus,Negative
3303,3303,pakai minggu rusak,Negative
3304,3304,kualitas jelek pakai smartphone,Negative
3305,3305,charging boro boro fast charging kecewa pakai kepala charger semia charging colok laptop koneksi charging,Negative
3306,3306,sidik jari layar kusam sentuh efek kayak kertas pengaruh kesan paperlike kayak deskripsi foto batas lindung anti gores sih,Negative
3307,3307,harga mahal berekspektasi air bubble pinggir lobang home button kamera coba baik pasang,Negative
3308,3308,lipat pakai,Negative
3309,3309,kecewa beli toko enak naik harga deal beli tambah admin ramah official store layan profesional rekomendasi beli kecewa,Negative
3310,3310,kirim lambat request warna accord kecewa,Negative
3311,3311,layan admin parah respon,Negative
3312,3312,alam buruk belanja toko official terima nyala tanggung replacement aju servis center ganti plastik wrap segel beda kirim seller repack masalah beda batch respon seller profesional kelas official store,Negative
3313,3313,obeng bintang nyaman pegang ujung obeng bintang mesti diratain dlu sisa potong,Negative
3314,3314,ungkit mudah patah kualitas plastik bagus,Negative
3315,3315,obeng pakai kualitas rendah,Negative
3316,3316,jual tulis obeng magnet bohong obeng magnet sulit ajar alat lengkap kecewa parah,Negative
3317,3317,jelek harga,Negative
3318,3318,kualitas lcd tipis home button layar respond cepat admin,Negative
3319,3319,kualitas parah teken pecah,Negative
3320,3320,kecewa profesionalniat beli layar handphone kirim speaker i phone,Negative
3321,3321,touchscreenya fungsi saran kasih konsumen baik tes,Negative
3322,3322,fungsi buruk,Negative
3323,3323,spesifikasi habis komplain layan bahaya,Negative
3324,3324,kasih lcd rusak touch layar oke garis horizontal layar besok layar shadow pakai lcd jual alas beli salah pasang beli korban,Negative
3325,3325,pokok beli rusak klaim seller alas stiker garansi rusakdamage mohon pikir beli,Negative
3326,3326,isi powerbanknya banget jam pas coba charge telepon genggam jam ngecharge listrik,Negative
3327,3327,alat mati kak,Negative
3328,3328,unreliable dapat flash sale rb worth charge ringan,Negative
3329,3329,produk kecewa kecewa sih oke minggu pakai cas coba kali cas kecewa produk kualitas bagus,Negative
3330,3330,pakai kecewa sampah,Negative
3331,3331,kecewa cas powerbank garansi ongkos kirim suruh tanggung rugi parah ongkos kirim batam kesitu nak pajak solusi respon,Negative
3332,3332,giur promo beli cepat habis ngecas powerbank,Negative
3333,3333,pakai kabel chargernya pakai,Negative
3334,3334,kirim estimasi,Negative
3335,3335,pesan hitam kirim putih pesan,Negative
3336,3336,kapasitas tera boxnya kecewa pokoknyakalo kembali kembali,Negative
3337,3337,powerbank fungsi baterai full charge sambung handphone handphone tercharge,Negative
3338,3338,gbrdeskripsi,Negative
3339,3339,fitur muas band layar sentuh full harga,Negative
3340,3340,harga kualitas nol,Negative
3341,3341,barang fungsi,Negative
3342,3342,toko tanggung rusak kirim ganti alas beli ganti tanggung toko,Negative
3343,3343,kecewa jam tangan nyala cas hari nyala kecewa,Negative
3344,3344,ribet pakai saran beli,Negative
3345,3345,layan page flickercrash kindle beli complaint jual bilang normal tiap kindle page flickercrash deskripsi produk complaint normal hati hati mes deskripsi rinci detail beli produk elektronik butuh cek devicenya lainlain,Negative
3346,3346,seller tanggung kindlenya beli rusak beli oktober oktober kindle rusak garansi message whatsapp read tanggung hati hati beli after sale service bagus pakai kindle sayang capek tabung moga karma,Negative
3347,3347,pakai kindle paperwhite rusak jual direturn bantu klaim garansi sedih banget,Negative
3348,3348,packing buble wrap tambah kardus komunikasi kirim biar repot kirim pisah case instan dicancel,Negative
3349,3349,seller jujur kirim super pesan gojek instan mesan informasi suara marhaba halo tekan umur beli apple tekan buka bilang aneh buka suara factorynya kunjung kirim bilang kirim tunggu batterynya habis kirim esok hari pikir beli apple kayanyaa apple kasih batt minimal banget full nyala he bohong beli,Negative
3350,3350,gores penyok sangga,Negative
3351,3351,pakai letak handphonenya,Negative
3352,3352,gampang rusak,Negative
3353,3353,bungkus bubble rumah pecah dech jual claim video unboxing papa hitung hitung sedekah toko kualitas tripotnya bagus kokoh,Negative
3354,3354,pesan simpan handphone kecewa,Negative
3355,3355,kaki bengkok pakai refund yasudahlah,Negative
3356,3356,tera harga asli rb kira barang kualitas premium minimal kualitas rendah packing asal payah,Negative
3357,3357,kecewa tunggu bulan return,Negative
3358,3358,produk kurir kurir telepon antar titip paket aju komplain,Negative
3359,3359,kw original ujung colok lightning warna abu wrna putih plat usb gambar produk palsu kiri produk beli toko kanan kabel original beli handphone,Negative
3360,3360,socket ujung kendor orisinal,Negative
3361,3361,rusak,Negative
3362,3362,pakai ngecas rusak,Negative
3363,3363,kabel bagus ngecas nymbung,Negative
3364,3364,aktual terima order alamat terima,Negative
3365,3365,jelek mudah rusak,Negative
3366,3366,microphone sisi kiri bassnya,Negative
3367,3367,kualitas,Negative
3368,3368,belah kanan pas telinga coba hasilx pas dengarx maksimal,Negative
3369,3369,pesan warna merah warna hitam udaj konfirmasi chat,Negative
3370,3370,kirim cepat barang ekspektasi,Negative
3371,3371,pakai normal menit volume suka lihat riview barang nasib promo,Negative
3372,3372,plastik buka segel warna biru warna hitam,Negative
3373,3373,kirim estimasi cantum,Negative
3374,3374,coba copot kanan coba baik coba pakai copot,Negative
3375,3375,segel beda segel sein seller paham instruksi repack,Negative
3376,3376,kirim nota beli kasih,Negative
3377,3377,kartu garansi alas resmi kartu garansi aduh bohong banget sales samsung dus letoy banget robek kurir logika bubble wrap tebal dus robek bubble wrap robek headset cas plastik kertas bawa pakai kertas tipis kayak hvs glossy benarbenar kayak kotak bikina chat jual selesai handphonenya sih lecet baret apa moga awet asli,Negative
3378,3378,ribet layan kecewa,Negative
3379,3379,penyok parah layak jual sobek parah beli kasih jelek bang,Negative
3380,3380,kecewa terima segel samsung buka sana plasti segel kartu byu buka segel pelaatiknya parah layar sidik jari tinggal buka curiga curang toko mukin tukar imitasi kepala carger kabel lainlain hati hati toko waspada detail jelas bilang kakak samsung asli bicara samsung segel tulis terima segel rusak pokok toko bekas,Negative
3381,3381,mudah copot dasbord lem kuat,Negative
3382,3382,barang rusak kak servis,Negative
3383,3383,pakai sebentar patah,Negative
3384,3384,tempel susah tempel dashboard,Negative
3385,3385,cepat rusak,Negative
3386,3386,bahan konstruksi kuat mudah patah,Negative
3387,3387,seller slow response step last mute official store butuh maks order terima,Negative
3388,3388,micro rusak coba tingkatkn kualitas,Negative
3389,3389,fungsi,Negative
3390,3390,minggu fungsi,Negative
3391,3391,layan cepat ramah,Negative
3392,3392,senang cepat bagus bulan rusak pakai,Negative
3393,3393,sebentar pakai patah pikir besi plastik,Negative
3394,3394,belah sebentar mati panas kayak korsleting,Negative
3395,3395,mati belah kecewa pedahal percaya,Negative
3396,3396,brgnya nyala belah charge garansi tukar parah nyala kduanya gila kapok buangin uang,Negative
3397,3397,kirim charger fast charging,Negative
3398,3398,pakai rusak,Negative
3399,3399,pcs pakai jam panas fast charging buang tong sampah,Negative
3400,3400,desain ergonomis gampang pakai,Positive
3401,3401,bagus,Positive
3402,3402,desain ergonomis tekstur empuk bayi tenang gampang pakai,Positive
3403,3403,gampang pakai tekstur empuk,Positive
3404,3404,mantap si sukaterima kasih sellerama kirim nyaterima kasih toko dia,Positive
3405,3405,seller responsif harga sambung pas saran beli warna gelap sambung matras overall puas terima kasih seller,Positive
3406,3406,bahan alami picu alergi bahan awet aman bayi,Positive
3407,3407,bagus packing rapi aman harga murah pegiriman cepat terima kasih seller,Positive
3408,3408,aman bayi terima kasih,Positive
3409,3409,produk packing bagus kirim cepat,Positive
3410,3410,respon cepat kirim toko rekomendasi,Positive
3411,3411,pesan gambar etalase jelas jual puassaman bayi,Positive
3412,3412,cepat kirim cepat promo terima kasih seller,Positive
3413,3413,kirim cepat rapi terima kasih,Positive
3414,3414,kirim cepat admin ramah langgan depan,Positive
3415,3415,ukur pas cepat serap lecet bonus terima kasih,Positive
3416,3416,pesan kualitas bagus mantap packing oke seller ramah kirim cepat fast respons recommended seller pokok,Positive
3417,3417,ukur pas cepat serap lecet langgan harga murah kasih sample susu sukses seller,Positive
3418,3418,trimkasih bonus,Positive
3419,3419,terima pesan top markotop gan mantap pakai gan terima kasih gan,Positive
3420,3420,produk bagus ukur pas original,Positive
3421,3421,kualitas bagus harga worth uang bahan halus gatal istri,Positive
3422,3422,korset mantap gatal tutup perut sepenuh lepas duduk,Positive
3423,3423,respon cepat cepat terima kasih,Positive
3424,3424,nyaman bagus turun size l beli size l mama pakai nyaman terima kasih mamaway,Positive
3425,3425,nyaman kecil perut lahir,Positive
3426,3426,enak banget pakai caesar pakai duduk nyaman bikin sakit rekomen pokok,Positive
3427,3427,ekspetasi,Positive
3428,3428,packing supeeerr rapi aman rumah terima kasih seller lancar usaha,Positive
3429,3429,mantulllll picu alergi bahan alami aman bayi bahan awet,Positive
3430,3430,packing aman puas terima kasih seller sukses,Positive
3431,3431,kirim cepat respon jual packing banget terima kasih seller,Positive
3432,3432,terima kasih layan cepat senang belanja moga sukses tokopedianya,Positive
3433,3433,langgan packing amaannnnnnn,Positive
3434,3434,puas blnj disnibsok beli lgipeking bgusfree kardus bubble didlamnyatrimksih,Positive
3435,3435,kirim cepat,Positive
3436,3436,packing aman kirim cepat,Positive
3437,3437,faster better cheaper,Positive
3438,3438,anak lahir setia pakai suka,Positive
3439,3439,paket selamat moga cocok,Positive
3440,3440,bahan alami melembabkan kulit bayi aman kulit bayi picu alergi jual ramah,Positive
3441,3441,thankyou pesan emas cepat,Positive
3442,3442,langgan beli transpulmin baby toko menarini health cantik produk respon toko cepat transpulmin baby cocok kulit bayi cepat reda flu batuk bayi menngunakan bahan alami melembabkan kulit bayi aman kulit bayi bahan awet picu alergi pokok mantap,Positive
3443,3443,bahan alami aman kulit bayi lengket picu alergi melembabkan kulit bayi bahan awet packaging rapi packaging aman respon jual top pesan cepat jual ramah bange,Positive
3444,3444,bahan alami melembabkan kulit bayi bahan awet aman kulit bayi lengket picu alergi pesan cepat jual ramah respon jual top packaging aman packaging rapi,Positive
3445,3445,bahan alami picu alergi bahan awet,Positive
3446,3446,deskripsi aman kulit bayi melembabkan kulit bayi picu alergi lengket,Positive
3447,3447,oribagus bangetselalu pakai bayi lahir kirim lamaaman kulit bayi bahan alami lengket melembabkan kulit bayi picu alergi packaging aman,Positive
3448,3448,packing super aman rapi kaleng kardus lapis bubble wrap tebal kaleng kardus jadi ragu aman pesan susu pakai jasa kirim reguler pakai instan alhamdulillah penyok pesan kaleng sukses seller,Positive
3449,3449,exp kemas susu babel warp dikardusin kardusin terima kasih,Positive
3450,3450,mantap dikardusin babblewrap murah,Positive
3451,3451,kirim cepat packing rapi,Positive
3452,3452,produk original harga murah packing bagus kirim cepat,Positive
3453,3453,mantaaappp langgan,Positive
3454,3454,nyaman pakai kualitas bahan bagus gerak maksimal,Positive
3455,3455,bahan tebal nyaman pakai,Positive
3456,3456,kain lembut stretchy hooknya tarik celana gede sesuai ukur perut all size pas bahan tebal pakai terawang,Positive
3457,3457,nyaman pakai gerak maksimal kualitas bahan bagusbkn legging tipis mantap,Positive
3458,3458,bahan enak bagus nyaman,Positive
3459,3459,bahan bagus adem,Positive
3460,3460,nyaman pakai kualitas bahan bagus,Positive
3461,3461,nyaman pakai gerak maksimal kualitas bahan bagus,Positive
3462,3462,suka bahan model harga jangkau,Positive
3463,3463,pesan bahan halus kayak adem,Positive
3464,3464,thankyou seller bahan adem cocok anak anaksengaja ambil size gede biar pakai,Positive
3465,3465,bagus kirim cepat,Positive
3466,3466,bahan nyaman adem senang harga worth it diskon,Positive
3467,3467,bagus sukakakkk order bahan bagus adem nyaman harga promonya mantulll,Positive
3468,3468,bagus lembut,Positive
3469,3469,baju bagus bahan adem oke,Positive
3470,3470,puas beli cepat packing rapi hadiah,Positive
3471,3471,muas bisa alhamdulillah hadiah,Positive
3472,3472,kirim cepat packaging amanlangsung kasih member vip terima kasih abbot harga dtoko cabang sama pusat,Positive
3473,3473,suka produk abbott indonesiapackingan bagus,Positive
3474,3474,rapi proses cepat,Positive
3475,3475,produk bagus original kirim bagus order besok terima kasih,Positive
3476,3476,packing rapi aman tuju hadiah,Positive
3477,3477,x beli puas packing rapi kirim cepat respon jual cepat dapt free apa harga murah,Positive
3478,3478,emas okepenjual responnya bagusharga sahabat antar cepat puas belanja,Positive
3479,3479,pesananpengirimancepatpengemasan okey makasih,Positive
3480,3480,ukur pas cepat serap lecet,Positive
3481,3481,packing rapi kirim lumayan cepat,Positive
3482,3482,kirim lumayan cepatsaya suka gak ukur,Positive
3483,3483,muas cepat,Positive
3484,3484,produk pesan,Positive
3485,3485,bahan nyaman nyaman punggung beban sebar rata desain ergonomis gampang pakai jual ramah bahan fleksibel,Positive
3486,3486,bahan nyaman nyaman punggung nyaman punggung desain ergonomis desain ergonomis beban sebar rata beban sebar rata gampang pakai gampang pakai bahan fleksibel jual ramah pesan cepat pesan cepat packaging aman packaging rapi packaging rapi respon jual top,Positive
3487,3487,bahan nyaman nyaman punggung packaging aman gampang pakai packaging rapi bahan fleksibel jual ramah desain ergonomis pesan cepat,Positive
3488,3488,bagus nyaman baby worth it harga bahan nyaman desain ergonomis nyaman punggung gampang pakai beban sebar rata bahan fleksibel pesan cepat jual ramah packaging aman packaging rapi respon jual top,Positive
3489,3489,nyaman punggung jual ramah,Positive
3490,3490,bahan nyaman nyaman punggung gampang pakai,Positive
3491,3491,gampang pakai nyaman punggung,Positive
3492,3492,bahan nyaman beban sebar rata bahan fleksibel gampang pakai desain ergonomis nyaman punggung,Positive
3493,3493,order model bagus nyaman cepat aman,Positive
3494,3494,terima packing aman terima kasih,Positive
3495,3495,bahan nyaman nyaman punggung desain ergonomis beban sebar rata pesan cepat,Positive
3496,3496,bagus cepat,Positive
3497,3497,bahan nyaman nyaman punggung gampang pakai desain ergonomis beban sebar rata,Positive
3498,3498,mantap barang,Positive
3499,3499,bahan nyaman jual ramah nyaman punggung packaging aman,Positive
3500,3500,produk deskripsi normal minus wow ekspetasi fitur fungsi packing aman harga jangkau seller slow respon,Positive
3501,3501,produk deskripsi fitur fungsi takut ulas banyak penyok pas sampee aman gaiss checkoutnya bubble wrap aman barang bagus lumayan kokoh harga murah lampu terang makasiih seller senang banget,Positive
3502,3502,fitur fungsi sayang tripod penyok kaca ringlight retak pas kirim overall alat fungsi,Positive
3503,3503,produk deskripsi fitur fungsi ukur bahan bagus ekspetasi,Positive
3504,3504,seller ramah responsif orderbayar kirim kirim kain bagus green screen fungsi terima kasih,Positive
3505,3505,kain green screen deskripsi kain tipis apaapa pakai,Positive
3506,3506,bebas bahan kimia cepat hemat listrik boros listrik muat gampang dibawabawa bahan kokoh gampang pakai jual ramah pesan cepat packaging aman packaging rapi respon jual top,Positive
3507,3507,produk bagus harga ramah dompetpanjang tongkat cm sisi gosok kotor kaca sisi sapu kotor,Positive
3508,3508,produk okkaca bersih karet kain bersih sih kaca pasang,Positive
3509,3509,admin super responsifcartridge fungsi baiksayang banget bintang,Positive
3510,3510,mantap harga miring kirim hari sampee packing aman rapi expired terima kasih,Positive
3511,3511,jual bungkus kardus aman tanda paket larang ditimpah jemur isi film kamera,Positive
3512,3512,toko alat ukur repeater oke layan responsif cepat kirim aman produk drone fpv s lumayan santai main camera udara fine tuning stabil bobot ringan waspada tiup angin berisik drone tello lenyap bawa angin kencang bukit sibeabea enjoy main this cheap drone terima kasih bos,Positive
3513,3513,best seller terima kasih kirim cepat senang mes terima kasih,Positive
3514,3514,mantap mudah mudah an awet barang gambar packing aman produk deskripsi,Positive
3515,3515,cocok sih layar handphone cepat kotor kena keringat garagara main game pakai telepon cair bersih bening semprot bentuk embun bau alat compact kilas vape ukur awkward simpan saku kirim cepat overall puas belanja,Positive
3516,3516,deskripsi foto benarbenar bersih coba bebas ongkos kirim cepat terima kasih tokopedia seller,Positive
